date,symbol,marketcapname,sector
30-09-2024,BAJFINANCE,Largecap,Finance
30-09-2024,BALRAMCHIN,Midcap,FMCG
30-09-2024,BLUESTARCO,Largecap,FMCG
30-09-2024,KCP,Smallcap,Industrials
30-09-2024,CESC,Largecap,Miscellaneous
30-09-2024,SUNDARMFIN,Largecap,Finance
30-09-2024,CGPOWER,Largecap,FMCG
30-09-2024,DALMIASUG,Smallcap,FMCG
30-09-2024,HINDPETRO,Largecap,Industrials
30-09-2024,TITAN,Largecap,Miscellaneous
30-09-2024,DCW,Smallcap,Oils
30-09-2024,EIDPARRY,Midcap,FMCG
30-09-2024,EPL,Midcap,Services
30-09-2024,ESTER,Smallcap,Services
30-09-2024,UFLEX,Smallcap,Services
30-09-2024,GODREJIND,Largecap,Industrials
30-09-2024,HCL-INSYS,Smallcap,I.T
30-09-2024,HDFCBANK,Largecap,Bank
30-09-2024,HSCL,Largecap,Industrials
30-09-2024,AGI,Midcap,Services
30-09-2024,INDIAGLYCO,Midcap,FMCG
30-09-2024,JSWSTEEL,Largecap,Metals
30-09-2024,LUPIN,Largecap,Pharmaceuticals
30-09-2024,MFSL,Largecap,Finance
30-09-2024,MOREPENLAB,Smallcap,Pharmaceuticals
30-09-2024,VEDL,Largecap,Industrials
30-09-2024,PEL,Largecap,Finance
30-09-2024,NIITLTD,Smallcap,I.T
30-09-2024,SURYAROSNI,Midcap,Metals
30-09-2024,JINDALSAW,Midcap,Metals
30-09-2024,TATAPOWER,Largecap,Miscellaneous
30-09-2024,SPMLINFRA,Smallcap,Realty
30-09-2024,TORNTPHARM,Largecap,Pharmaceuticals
30-09-2024,UNIENTER,Smallcap,Services
30-09-2024,HINDALCO,Largecap,Metals
30-09-2024,BBOX,Midcap,I.T
30-09-2024,TATACOMM,Largecap,Telecom
30-09-2024,ESCORTS,Largecap,Auto
30-09-2024,M&M,Largecap,Auto
30-09-2024,VOLTAS,Largecap,FMCG
30-09-2024,DEEPAKFERT,Midcap,Industrials
30-09-2024,HINDUNILVR,Largecap,FMCG
30-09-2024,NESTLEIND,Largecap,FMCG
30-09-2024,BRITANNIA,Largecap,FMCG
30-09-2024,COLPAL,Largecap,FMCG
30-09-2024,ITC,Largecap,FMCG
30-09-2024,CEATLTD,Midcap,Auto
30-09-2024,BBTC,Midcap,Auto
30-09-2024,GREAVESCOT,Smallcap,FMCG
30-09-2024,SARDAEN,Midcap,Metals
30-09-2024,CHOLAHLDNG,Largecap,Finance
30-09-2024,WESTLIFE,Midcap,Quick Service Restaurant
30-09-2024,ELECON,Midcap,FMCG
30-09-2024,RANEHOLDIN,Smallcap,Finance
30-09-2024,GENESYS,Smallcap,I.T
30-09-2024,KOTHARIPET,Smallcap,Oils
30-09-2024,PCBL,Midcap,Industrials
30-09-2024,SUDARSCHEM,Midcap,Industrials
30-09-2024,UNICHEMLAB,Smallcap,Pharmaceuticals
30-09-2024,ALKYLAMINE,Midcap,Industrials
30-09-2024,GMBREW,Smallcap,FMCG
30-09-2024,JAGSNPHARM,Smallcap,Pharmaceuticals
30-09-2024,APOLLOHOSP,Largecap,Pharmaceuticals
30-09-2024,BERGEPAINT,Largecap,Industrials
30-09-2024,GRAPHITE,Midcap,FMCG
30-09-2024,ITDCEM,Midcap,Realty
30-09-2024,GARFIBRES,Midcap,Textiles
30-09-2024,HEG,Midcap,FMCG
30-09-2024,SHRIRAMFIN,Largecap,Finance
30-09-2024,CHOLAFIN,Largecap,Finance
30-09-2024,MONARCH,Smallcap,Services
30-09-2024,AVONMORE,Smallcap,Finance
30-09-2024,ARIHANTCAP,Smallcap,Services
30-09-2024,CREST,Smallcap,Finance
30-09-2024,MANYAVAR,Midcap,FMCG
30-09-2024,GMRP&UI,Midcap,Realty
30-09-2024,LLOYDSME,Largecap,Industrials
30-09-2024,RAINBOW,Midcap,Pharmaceuticals
30-09-2024,NAVA,Midcap,Miscellaneous
30-09-2024,STEELCAS,Smallcap,Industrials
30-09-2024,GANECOS,Smallcap,Textiles
30-09-2024,VARDMNPOLY,Smallcap,Textiles
30-09-2024,ANANTRAJ,Midcap,Realty
30-09-2024,PAKKA,Smallcap,Industrials
30-09-2024,ARROWGREEN,Smallcap,FMCG
30-09-2024,DBOL,Smallcap,FMCG
30-09-2024,SUBROS,Smallcap,Auto
30-09-2024,MOTHERSON,Largecap,Auto
30-09-2024,HAVELLS,Largecap,FMCG
30-09-2024,PPLPHARMA,Largecap,Pharmaceuticals
30-09-2024,WEBELSOLAR,Midcap,FMCG
30-09-2024,KAYNES,Largecap,FMCG
30-09-2024,HNDFDS,Midcap,FMCG
30-09-2024,ADFFOODS,Smallcap,FMCG
30-09-2024,INOXGREEN,Midcap,Miscellaneous
30-09-2024,KFINTECH,Midcap,Financial Services
30-09-2024,ELIN,Smallcap,FMCG
30-09-2024,HERITGFOOD,Smallcap,FMCG
30-09-2024,CCL,Midcap,FMCG
30-09-2024,MUNJALAU,Smallcap,Auto
30-09-2024,WINDMACHIN,Smallcap,FMCG
30-09-2024,PRAJIND,Midcap,FMCG
30-09-2024,RAMRAT,Smallcap,Metals
30-09-2024,KOKUYOCMLN,Smallcap,Miscellaneous
30-09-2024,LINDEINDIA,Largecap,Industrials
30-09-2024,MANKIND,Largecap,Pharmaceuticals
30-09-2024,PIIND,Largecap,Industrials
30-09-2024,DVL,Smallcap,Services
30-09-2024,SENCO,Midcap,Miscellaneous
30-09-2024,KABRAEXTRU,Smallcap,FMCG
30-09-2024,IOLCP,Smallcap,Pharmaceuticals
30-09-2024,WANBURY,Smallcap,Pharmaceuticals
30-09-2024,KOPRAN,Smallcap,Pharmaceuticals
30-09-2024,YATHARTH,Midcap,Pharmaceuticals
30-09-2024,NIITMTS,Smallcap,I.T
30-09-2024,SYNCOMF,Smallcap,Pharmaceuticals
30-09-2024,IPCALAB,Largecap,Pharmaceuticals
30-09-2024,SBFC,Midcap,Finance
30-09-2024,SUKHJITS,Smallcap,FMCG
30-09-2024,BSE,Largecap,Financial Services
30-09-2024,AEROFLEX,Smallcap,Metals
30-09-2024,AUBANK,Largecap,Bank
30-09-2024,CDSL,Largecap,Financial Services
30-09-2024,AVADHSUGAR,Smallcap,FMCG
30-09-2024,DIXON,Largecap,FMCG
30-09-2024,SUNPHARMA,Largecap,Pharmaceuticals
30-09-2024,HIKAL,Smallcap,Pharmaceuticals
30-09-2024,CAPLIPOINT,Midcap,Pharmaceuticals
30-09-2024,HITECH,Smallcap,Metals
30-09-2024,ZAGGLE,Midcap,I.T
30-09-2024,NUVAMA,Largecap,Services
30-09-2024,MATRIMONY,Smallcap,Miscellaneous
30-09-2024,SIGNATURE,Midcap,Realty
30-09-2024,JSWINFRA,Largecap,Industrials
30-09-2024,UDS,Smallcap,Miscellaneous
30-09-2024,MPHASIS,Largecap,I.T
30-09-2024,EIFFL,Smallcap,FMCG
30-09-2024,MAXESTATES,Midcap,Realty
30-09-2024,BLUEJET,Midcap,Pharmaceuticals
30-09-2024,CREATIVE,Smallcap,I.T
30-09-2024,ASKAUTOLTD,Midcap,Auto
30-09-2024,SERVOTECH,Smallcap,FMCG
30-09-2024,CAPACITE,Smallcap,Realty
30-09-2024,SBILIFE,Largecap,Services
30-09-2024,ICICIGI,Largecap,Services
30-09-2024,DOMS,Midcap,Miscellaneous
30-09-2024,GREENPLY,Smallcap,Plywood Boards/Laminates
30-09-2024,DPABHUSHAN,Smallcap,Miscellaneous
30-09-2024,IEX,Midcap,Financial Services
30-09-2024,63MOONS,Smallcap,I.T
30-09-2024,SURAJEST,Smallcap,Realty
30-09-2024,MOTISONS,Smallcap,Miscellaneous
30-09-2024,MUFTI,Smallcap,FMCG
30-09-2024,RBZJEWEL,Smallcap,Miscellaneous
30-09-2024,INNOVACAP,Midcap,Pharmaceuticals
30-09-2024,LAOPALA,Smallcap,Industrials
30-09-2024,INDIACEM,Midcap,Industrials
30-09-2024,JUBLPHARMA,Midcap,Pharmaceuticals
30-09-2024,MEDIASSIST,Smallcap,Miscellaneous
30-09-2024,EPACK,Smallcap,FMCG
30-09-2024,ASTERDM,Largecap,Pharmaceuticals
30-09-2024,SUVEN,Smallcap,Pharmaceuticals
30-09-2024,SUNDARMHLD,Midcap,Finance
30-09-2024,ISEC,Largecap,Services
30-09-2024,GENUSPOWER,Midcap,FMCG
30-09-2024,UGARSUGAR,Smallcap,FMCG
30-09-2024,PLATIND,Smallcap,Industrials
30-09-2024,HARDWYN,Smallcap,Services
30-09-2024,JGCHEM,Smallcap,Industrials
30-09-2024,INDOSTAR,Smallcap,Finance
30-09-2024,SHILPAMED,Midcap,Pharmaceuticals
30-09-2024,PARACABLES,Smallcap,Industrials
30-09-2024,SOLARA,Smallcap,Pharmaceuticals
30-09-2024,GOODLUCK,Smallcap,Metals
30-09-2024,TEMBO,Smallcap,FMCG
30-09-2024,STERTOOLS,Smallcap,Industrials
30-09-2024,SGIL,Smallcap,Industrials
30-09-2024,BHAGERIA,Smallcap,Industrials
30-09-2024,MANORAMA,Midcap,FMCG
30-09-2024,INDGN,Midcap,Pharmaceuticals
30-09-2024,BALUFORGE,Midcap,Industrials
30-09-2024,MEDICAMEQ,Smallcap,Pharmaceuticals
30-09-2024,VRAJ,Smallcap,Metals
30-09-2024,CHOICEIN,Midcap,Finance
30-09-2024,RPSGVENT,Smallcap,I.T
30-09-2024,SPENCERS,Smallcap,FMCG
30-09-2024,CHALET,Midcap,Services
30-09-2024,ARVINDFASN,Midcap,Services
30-09-2024,EVEREADY,Smallcap,Miscellaneous
30-09-2024,PPL,Smallcap,FMCG
30-09-2024,SBC,Smallcap,Textiles
30-09-2024,FDC,Midcap,Pharmaceuticals
30-09-2024,AFFLE,Largecap,I.T
30-09-2024,MARICO,Largecap,FMCG
30-09-2024,VIDHIING,Smallcap,Industrials
30-09-2024,FLUOROCHEM,Largecap,Industrials
30-09-2024,GREENPANEL,Smallcap,Plywood Boards/Laminates
30-09-2024,POLYMED,Largecap,Pharmaceuticals
30-09-2024,ARTEMISMED,Smallcap,Pharmaceuticals
30-09-2024,SUMICHEM,Largecap,Industrials
30-09-2024,COHANCE,Largecap,Pharmaceuticals
30-09-2024,ROSSARI,Smallcap,Industrials
30-09-2024,SWELECTES,Smallcap,FMCG
30-09-2024,MAXHEALTH,Largecap,Pharmaceuticals
30-09-2024,INDRAMEDCO,Smallcap,Pharmaceuticals
30-09-2024,CAMS,Midcap,Financial Services
30-09-2024,ICICIBANK,Largecap,Bank
30-09-2024,UTIAMC,Midcap,Finance
30-09-2024,NATIONALUM,Largecap,Metals
30-09-2024,APARINDS,Largecap,FMCG
30-09-2024,HCLTECH,Largecap,I.T
30-09-2024,GEOJITFSL,Smallcap,Services
30-09-2024,GLENMARK,Largecap,Pharmaceuticals
30-09-2024,WOCKPHARMA,Largecap,Pharmaceuticals
30-09-2024,ACLGATI,Smallcap,FMCG
30-09-2024,TIPSMUSIC,Midcap,Media
30-09-2024,UNITDSPR,Largecap,FMCG
30-09-2024,BHARTIARTL,Largecap,Telecom
30-09-2024,OFSS,Largecap,I.T
30-09-2024,UBL,Largecap,FMCG
30-09-2024,DIVISLAB,Largecap,Pharmaceuticals
30-09-2024,RADICO,Largecap,FMCG
30-09-2024,RKFORGE,Midcap,Industrials
30-09-2024,STAR,Midcap,Pharmaceuticals
30-09-2024,UNOMINDA,Largecap,Auto
30-09-2024,COFORGE,Largecap,I.T
30-09-2024,CENTURYPLY,Midcap,Plywood Boards/Laminates
30-09-2024,NTPC,Largecap,Miscellaneous
30-09-2024,POCL,Smallcap,Metals
30-09-2024,NECLIFE,Smallcap,Pharmaceuticals
30-09-2024,SUZLON,Largecap,FMCG
30-09-2024,EKC,Smallcap,Services
30-09-2024,PVRINOX,Midcap,Media
30-09-2024,GSPL,Midcap,Industrials
30-09-2024,M&MFIN,Largecap,Finance
30-09-2024,SOLARINDS,Largecap,Aerospace & Defence
30-09-2024,DEEPINDS,Smallcap,Oils
30-09-2024,GEECEE,Smallcap,Realty
30-09-2024,NAUKRI,Midcap,I.T
30-09-2024,TORNTPOWER,Largecap,Miscellaneous
30-09-2024,PARSVNATH,Smallcap,Realty
30-09-2024,LTFOODS,Midcap,FMCG
30-09-2024,SOBHA,Midcap,Realty
30-09-2024,LUMAXTECH,Smallcap,Auto
30-09-2024,SMSPHARMA,Smallcap,Pharmaceuticals
30-09-2024,INSECTICID,Smallcap,Industrials
30-09-2024,TIMETECHNO,Midcap,FMCG
30-09-2024,DLF,Largecap,Realty
30-09-2024,ASIANTILES,Smallcap,Industrials
30-09-2024,MOTILALOFS,Largecap,Services
30-09-2024,CCCL,Smallcap,Realty
30-09-2024,IL&FSENGG,Smallcap,Realty
30-09-2024,EDELWEISS,Midcap,Finance
30-09-2024,RGL,Smallcap,Miscellaneous
30-09-2024,ECLERX,Midcap,I.T
30-09-2024,BRIGADE,Largecap,Realty
30-09-2024,SEPC,Smallcap,Realty
30-09-2024,BAJAJ-AUTO,Largecap,Auto
30-09-2024,BAJAJFINSV,Largecap,Finance
30-09-2024,20MICRONS,Smallcap,Industrials
30-09-2024,DLINKINDIA,Smallcap,Services
30-09-2024,JUBLFOOD,Largecap,Quick Service Restaurant
30-09-2024,PERSISTENT,Largecap,I.T
30-09-2024,WABAG,Midcap,Realty
30-09-2024,OBEROIRLTY,Largecap,Realty
30-09-2024,FCL,Smallcap,Industrials
30-09-2024,ZENTEC,Midcap,Aerospace & Defence
30-09-2024,MUTHOOTFIN,Largecap,Finance
30-09-2024,LTF,Largecap,Finance
30-09-2024,INDOTHAI,Smallcap,Services
30-09-2024,MCX,Largecap,Financial Services
30-09-2024,TARC,Midcap,Realty
30-09-2024,BECTORFOOD,Midcap,FMCG
30-09-2024,STOVEKRAFT,Smallcap,FMCG
30-09-2024,HERANBA,Smallcap,Industrials
30-09-2024,CRAFTSMAN,Midcap,Auto
30-09-2024,NAZARA,Midcap,Telecom
30-09-2024,BARBEQUE,Smallcap,Quick Service Restaurant
30-09-2024,ABFRL,Midcap,FMCG
30-09-2024,SONACOMS,Largecap,Auto
30-09-2024,SHYAMMETL,Largecap,Metals
30-09-2024,KIMS,Largecap,Pharmaceuticals
30-09-2024,ALIVUS,Midcap,Pharmaceuticals
30-09-2024,DEVYANI,Largecap,Quick Service Restaurant
30-09-2024,WINDLAS,Smallcap,Pharmaceuticals
30-09-2024,KRSNAA,Smallcap,Pharmaceuticals
30-09-2024,EPIGRAL,Midcap,Industrials
30-09-2024,CARTRADE,Midcap,FMCG
30-09-2024,MOL,Smallcap,Industrials
30-09-2024,APTUS,Midcap,Finance
30-09-2024,SANSERA,Midcap,Auto
30-09-2024,ABSLAMC,Largecap,Finance
30-09-2024,GULFOILLUB,Midcap,Industrials
30-09-2024,SNOWMAN,Smallcap,Services
30-09-2024,FINOPB,Smallcap,Bank
30-09-2024,POLICYBZR,Largecap,I.T
30-09-2024,PAYTM,Largecap,I.T
30-09-2024,GOCOLORS,Smallcap,Textiles
30-09-2024,MONTECARLO,Smallcap,Textiles
30-09-2024,CMSINFO,Midcap,Miscellaneous
30-09-2024,GENUSPAPER,Smallcap,Industrials
30-09-2024,MINDACORP,Midcap,Auto
30-09-2024,INOXWIND,Largecap,FMCG
30-09-2024,SYNGENE,Largecap,Pharmaceuticals
30-09-2024,OSWALGREEN,Smallcap,Finance
30-09-2024,ARVSMART,Smallcap,Realty
30-09-2024,POWERMECH,Midcap,Realty
30-09-2024,SHK,Smallcap,Industrials
30-09-2024,ALKEM,Largecap,Pharmaceuticals
30-09-2024,PRECAM,Smallcap,Auto
30-09-2024,HCG,Midcap,Pharmaceuticals
30-09-2024,MGL,Midcap,Industrials
30-09-2024,QUESS,Smallcap,Miscellaneous
30-09-2024,LTIM,Largecap,I.T
30-09-2024,ADVENZYMES,Smallcap,Pharmaceuticals
30-09-2024,ICICIPRULI,Largecap,Services
30-09-2024,PNBHOUSING,Largecap,Finance
01-10-2024,BAJFINANCE,Largecap,Finance
01-10-2024,ABREL,Largecap,Realty
01-10-2024,BLUESTARCO,Largecap,FMCG
01-10-2024,KCP,Smallcap,Industrials
01-10-2024,CESC,Largecap,Miscellaneous
01-10-2024,SUNDARMFIN,Largecap,Finance
01-10-2024,CGPOWER,Largecap,FMCG
01-10-2024,ORISSAMINE,Smallcap,Industrials
01-10-2024,HINDPETRO,Largecap,Industrials
01-10-2024,TITAN,Largecap,Miscellaneous
01-10-2024,EIDPARRY,Midcap,FMCG
01-10-2024,UFLEX,Smallcap,Services
01-10-2024,GODFRYPHLP,Largecap,FMCG
01-10-2024,GHCL,Midcap,Industrials
01-10-2024,HDFCBANK,Largecap,Bank
01-10-2024,HEROMOTOCO,Largecap,Auto
01-10-2024,HFCL,Midcap,Telecom
01-10-2024,HSCL,Largecap,Industrials
01-10-2024,AGI,Midcap,Services
01-10-2024,JSWSTEEL,Largecap,Metals
01-10-2024,KAJARIACER,Midcap,Industrials
01-10-2024,WHIRLPOOL,Midcap,FMCG
01-10-2024,TRENT,Largecap,FMCG
01-10-2024,LUPIN,Largecap,Pharmaceuticals
01-10-2024,MFSL,Largecap,Finance
01-10-2024,MOREPENLAB,Smallcap,Pharmaceuticals
01-10-2024,VEDL,Largecap,Industrials
01-10-2024,PEL,Largecap,Finance
01-10-2024,NIITLTD,Smallcap,I.T
01-10-2024,ORIENTHOT,Smallcap,Services
01-10-2024,OSWALAGRO,Smallcap,Services
01-10-2024,SURYAROSNI,Midcap,Metals
01-10-2024,PRSMJOHNSN,Midcap,Industrials
01-10-2024,JINDALSAW,Midcap,Metals
01-10-2024,RELINFRA,Midcap,Realty
01-10-2024,TATAPOWER,Largecap,Miscellaneous
01-10-2024,THERMAX,Largecap,FMCG
01-10-2024,TORNTPHARM,Largecap,Pharmaceuticals
01-10-2024,HINDALCO,Largecap,Metals
01-10-2024,BBOX,Midcap,I.T
01-10-2024,TATACOMM,Largecap,Telecom
01-10-2024,BAJAJHLDNG,Largecap,Finance
01-10-2024,ESCORTS,Largecap,Auto
01-10-2024,M&M,Largecap,Auto
01-10-2024,VOLTAS,Largecap,FMCG
01-10-2024,GRWRHITECH,Midcap,Services
01-10-2024,HINDUNILVR,Largecap,FMCG
01-10-2024,NESTLEIND,Largecap,FMCG
01-10-2024,BRITANNIA,Largecap,FMCG
01-10-2024,COLPAL,Largecap,FMCG
01-10-2024,INDHOTEL,Largecap,Services
01-10-2024,ITC,Largecap,FMCG
01-10-2024,CEATLTD,Midcap,Auto
01-10-2024,SHAILY,Midcap,FMCG
01-10-2024,BBTC,Midcap,Auto
01-10-2024,MARATHON,Smallcap,Realty
01-10-2024,RUBYMILLS,Smallcap,Textiles
01-10-2024,NELCO,Smallcap,Telecom
01-10-2024,SARDAEN,Midcap,Metals
01-10-2024,ELECON,Midcap,FMCG
01-10-2024,RANEHOLDIN,Smallcap,Finance
01-10-2024,GENESYS,Smallcap,I.T
01-10-2024,ARIHANTSUP,Smallcap,Realty
01-10-2024,BLISSGVS,Smallcap,Pharmaceuticals
01-10-2024,HEUBACHIND,Smallcap,Industrials
01-10-2024,KOTHARIPET,Smallcap,Oils
01-10-2024,PCBL,Midcap,Industrials
01-10-2024,SUDARSCHEM,Midcap,Industrials
01-10-2024,ASTRAZEN,Midcap,Pharmaceuticals
01-10-2024,TI,Midcap,FMCG
01-10-2024,GMBREW,Smallcap,FMCG
01-10-2024,ASALCBR,Smallcap,FMCG
01-10-2024,VIPIND,Midcap,FMCG
01-10-2024,APOLLOHOSP,Largecap,Pharmaceuticals
01-10-2024,BERGEPAINT,Largecap,Industrials
01-10-2024,GRAPHITE,Midcap,FMCG
01-10-2024,ITDCEM,Midcap,Realty
01-10-2024,GARFIBRES,Midcap,Textiles
01-10-2024,HEG,Midcap,FMCG
01-10-2024,INTLCONV,Smallcap,FMCG
01-10-2024,SATINDLTD,Smallcap,Metals
01-10-2024,SHRIRAMFIN,Largecap,Finance
01-10-2024,CHOLAFIN,Largecap,Finance
01-10-2024,MONARCH,Smallcap,Services
01-10-2024,AVONMORE,Smallcap,Finance
01-10-2024,CREST,Smallcap,Finance
01-10-2024,MANYAVAR,Midcap,FMCG
01-10-2024,GMRP&UI,Midcap,Realty
01-10-2024,VERANDA,Smallcap,Services
01-10-2024,SEQUENT,Smallcap,Pharmaceuticals
01-10-2024,CAMPUS,Midcap,FMCG
01-10-2024,STEELCAS,Smallcap,Industrials
01-10-2024,GANECOS,Smallcap,Textiles
01-10-2024,VARDMNPOLY,Smallcap,Textiles
01-10-2024,ASAHIINDIA,Midcap,Industrials
01-10-2024,PAKKA,Smallcap,Industrials
01-10-2024,ARROWGREEN,Smallcap,FMCG
01-10-2024,DBOL,Smallcap,FMCG
01-10-2024,SUBROS,Smallcap,Auto
01-10-2024,MOTHERSON,Largecap,Auto
01-10-2024,HAVELLS,Largecap,FMCG
01-10-2024,PPLPHARMA,Largecap,Pharmaceuticals
01-10-2024,WEBELSOLAR,Midcap,FMCG
01-10-2024,BIKAJI,Midcap,FMCG
01-10-2024,KAYNES,Largecap,FMCG
01-10-2024,HNDFDS,Midcap,FMCG
01-10-2024,ADFFOODS,Smallcap,FMCG
01-10-2024,INOXGREEN,Midcap,Miscellaneous
01-10-2024,HERITGFOOD,Smallcap,FMCG
01-10-2024,WINDMACHIN,Smallcap,FMCG
01-10-2024,PRAJIND,Midcap,FMCG
01-10-2024,KOKUYOCMLN,Smallcap,Miscellaneous
01-10-2024,JMFINANCIL,Midcap,Finance
01-10-2024,LINDEINDIA,Largecap,Industrials
01-10-2024,MANKIND,Largecap,Pharmaceuticals
01-10-2024,PIIND,Largecap,Industrials
01-10-2024,DVL,Smallcap,Services
01-10-2024,IOLCP,Smallcap,Pharmaceuticals
01-10-2024,SHRIPISTON,Midcap,Auto
01-10-2024,KOPRAN,Smallcap,Pharmaceuticals
01-10-2024,YATHARTH,Midcap,Pharmaceuticals
01-10-2024,MARKSANS,Midcap,Pharmaceuticals
01-10-2024,NIITMTS,Smallcap,I.T
01-10-2024,SYNCOMF,Smallcap,Pharmaceuticals
01-10-2024,IPCALAB,Largecap,Pharmaceuticals
01-10-2024,SBFC,Midcap,Finance
01-10-2024,CONCORDBIO,Midcap,Pharmaceuticals
01-10-2024,SUKHJITS,Smallcap,FMCG
01-10-2024,AUBANK,Largecap,Bank
01-10-2024,CDSL,Largecap,Financial Services
01-10-2024,ERIS,Largecap,Pharmaceuticals
01-10-2024,INDOAMIN,Smallcap,Industrials
01-10-2024,DIXON,Largecap,FMCG
01-10-2024,RATNAVEER,Smallcap,Metals
01-10-2024,SUNPHARMA,Largecap,Pharmaceuticals
01-10-2024,HIKAL,Smallcap,Pharmaceuticals
01-10-2024,HITECH,Smallcap,Metals
01-10-2024,ZAGGLE,Midcap,I.T
01-10-2024,MATRIMONY,Smallcap,Miscellaneous
01-10-2024,SIGNATURE,Midcap,Realty
01-10-2024,JSWINFRA,Largecap,Industrials
01-10-2024,UDS,Smallcap,Miscellaneous
01-10-2024,MPHASIS,Largecap,I.T
01-10-2024,KRITI,Smallcap,FMCG
01-10-2024,MAXESTATES,Midcap,Realty
01-10-2024,BLUEJET,Midcap,Pharmaceuticals
01-10-2024,CREATIVE,Smallcap,I.T
01-10-2024,ASKAUTOLTD,Midcap,Auto
01-10-2024,CAPACITE,Smallcap,Realty
01-10-2024,SBILIFE,Largecap,Services
01-10-2024,ICICIGI,Largecap,Services
01-10-2024,DIAMONDYD,Smallcap,FMCG
01-10-2024,DOMS,Midcap,Miscellaneous
01-10-2024,SHAREINDIA,Smallcap,Finance
01-10-2024,GREENPLY,Smallcap,Plywood Boards/Laminates
01-10-2024,DPABHUSHAN,Smallcap,Miscellaneous
01-10-2024,IEX,Midcap,Financial Services
01-10-2024,SURAJEST,Smallcap,Realty
01-10-2024,MUFTI,Smallcap,FMCG
01-10-2024,RBZJEWEL,Smallcap,Miscellaneous
01-10-2024,INNOVACAP,Midcap,Pharmaceuticals
01-10-2024,LAOPALA,Smallcap,Industrials
01-10-2024,INDIACEM,Midcap,Industrials
01-10-2024,JUBLPHARMA,Midcap,Pharmaceuticals
01-10-2024,MEDIASSIST,Smallcap,Miscellaneous
01-10-2024,ONEPOINT,Smallcap,I.T
01-10-2024,AMBER,Largecap,FMCG
01-10-2024,ASTERDM,Largecap,Pharmaceuticals
01-10-2024,ENTERO,Midcap,FMCG
01-10-2024,SUNDARMHLD,Midcap,Finance
01-10-2024,CLSEL,Smallcap,FMCG
01-10-2024,ISEC,Largecap,Services
01-10-2024,GENUSPOWER,Midcap,FMCG
01-10-2024,UGARSUGAR,Smallcap,FMCG
01-10-2024,PLATIND,Smallcap,Industrials
01-10-2024,HARDWYN,Smallcap,Services
01-10-2024,JGCHEM,Smallcap,Industrials
01-10-2024,GOPAL,Smallcap,FMCG
01-10-2024,SHILPAMED,Midcap,Pharmaceuticals
01-10-2024,SOLARA,Smallcap,Pharmaceuticals
01-10-2024,GOODLUCK,Smallcap,Metals
01-10-2024,TEMBO,Smallcap,FMCG
01-10-2024,SKYGOLD,Midcap,Miscellaneous
01-10-2024,MANORAMA,Midcap,FMCG
01-10-2024,REMSONSIND,Smallcap,Auto
01-10-2024,BALUFORGE,Midcap,Industrials
01-10-2024,CHOICEIN,Midcap,Finance
01-10-2024,SPENCERS,Smallcap,FMCG
01-10-2024,GRMOVER,Smallcap,FMCG
01-10-2024,ARVINDFASN,Midcap,Services
01-10-2024,EVEREADY,Smallcap,Miscellaneous
01-10-2024,PPL,Smallcap,FMCG
01-10-2024,SBC,Smallcap,Textiles
01-10-2024,AFFLE,Largecap,I.T
01-10-2024,MARICO,Largecap,FMCG
01-10-2024,VIDHIING,Smallcap,Industrials
01-10-2024,FLUOROCHEM,Largecap,Industrials
01-10-2024,GREENPANEL,Smallcap,Plywood Boards/Laminates
01-10-2024,POLYMED,Largecap,Pharmaceuticals
01-10-2024,ARTEMISMED,Smallcap,Pharmaceuticals
01-10-2024,SUMICHEM,Largecap,Industrials
01-10-2024,COHANCE,Largecap,Pharmaceuticals
01-10-2024,ROSSARI,Smallcap,Industrials
01-10-2024,SWELECTES,Smallcap,FMCG
01-10-2024,NDRAUTO,Smallcap,Auto
01-10-2024,MAXHEALTH,Largecap,Pharmaceuticals
01-10-2024,INDRAMEDCO,Smallcap,Pharmaceuticals
01-10-2024,ICICIBANK,Largecap,Bank
01-10-2024,UTIAMC,Midcap,Finance
01-10-2024,APARINDS,Largecap,FMCG
01-10-2024,HCLTECH,Largecap,I.T
01-10-2024,GLENMARK,Largecap,Pharmaceuticals
01-10-2024,WOCKPHARMA,Largecap,Pharmaceuticals
01-10-2024,AJANTPHARM,Largecap,Pharmaceuticals
01-10-2024,TVSMOTOR,Largecap,Auto
01-10-2024,ACLGATI,Smallcap,FMCG
01-10-2024,TRIVENI,Midcap,FMCG
01-10-2024,TIPSMUSIC,Midcap,Media
01-10-2024,MEGASOFT,Smallcap,Pharmaceuticals
01-10-2024,UNITDSPR,Largecap,FMCG
01-10-2024,BHARTIARTL,Largecap,Telecom
01-10-2024,OFSS,Largecap,I.T
01-10-2024,UBL,Largecap,FMCG
01-10-2024,POKARNA,Smallcap,FMCG
01-10-2024,DIVISLAB,Largecap,Pharmaceuticals
01-10-2024,RADICO,Largecap,FMCG
01-10-2024,RKFORGE,Midcap,Industrials
01-10-2024,STAR,Midcap,Pharmaceuticals
01-10-2024,UNOMINDA,Largecap,Auto
01-10-2024,COFORGE,Largecap,I.T
01-10-2024,CENTURYPLY,Midcap,Plywood Boards/Laminates
01-10-2024,WELENT,Midcap,Realty
01-10-2024,NTPC,Largecap,Miscellaneous
01-10-2024,NDL,Smallcap,Textiles
01-10-2024,SUZLON,Largecap,FMCG
01-10-2024,RENUKA,Midcap,FMCG
01-10-2024,KERNEX,Smallcap,FMCG
